web_scraper_order,web_scraper_start_url,pagination-selector,name,data,description,data2,data3,data4,data5,data6,image
"1769693586-778","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Diagonal","check_circle","250 g/l azoxistrobin","2029. szept. 30.","gombaölő permetezőszer","2029. szept. 30.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-779","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dianem","check_circle","10 % Heterorhabditis bacteriophora","2026. nov. 18.","makroszervezet","2026. nov. 18.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-780","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Diastar Maxi","error","5 g/kg teflutrin","2025. máj. 31.","rovarölő talajfertőtlenítő szer","","2025. máj. 31.","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-781","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dicarmon","check_circle","344 g/l 2,4-D, 120 g/l dikamba","2026. dec. 31.","gyomirtó szer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-782","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dicash 480 SL","check_circle","480 g/l dikamba","2026. máj. 31.","gyomirtó szer","2026. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-783","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-784","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dicavel SL","check_circle","480 g/l dikamba","2027. febr. 28.","gyomirtó szer","2027. febr. 28.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-785","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dicophar","check_circle","70 g/l 2,4-D, 20 g/l dikamba, 70 g/l MCPA, 42 g/l MCPP-P","2027. aug. 15.","gyomirtó szer","2027. aug. 15.","","","https://cdn.agromedium.com/uploads/2020/04/67c9c7010006b6068ba1/thumbnail.png"
"1769693586-786","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dicopur Top 464 SL","check_circle","344 g/l 2,4-D, 120 g/l dikamba","2026. dec. 31.","gyomirtó szer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-787","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Difcor 250 EC","check_circle","250 g/l difenokonazol","2027. márc. 15.","gombaölő szer","2027. márc. 15.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-788","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Difend","check_circle","30 g/l difenokonazol","2027. márc. 15.","csávázószer (gombaölő)","2027. márc. 15.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c70700229ba1411c/thumbnail.png"
"1769693586-789","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-790","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Difend Extra","check_circle","25 g/l difenokonazol, 25 g/l fludioxonil","2029. júl. 31.","gombaölő csávázószer","2029. júl. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-791","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Difeno 25 EC","check_circle","250 g/l difenokonazol","2027. dec. 31.","gombaölő szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-792","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Difeno 3 FS","check_circle","30 g/l difenokonazol","2027. márc. 15.","csávázószer (gombaölő)","2027. márc. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-793","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Difenoki","check_circle","250 g/l difenokonazol","2027. dec. 31.","gombaölő szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-794","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Difference","check_circle","250 g/l difenokonazol","2027. márc. 15.","gombaölő szer","2027. márc. 15.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-795","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-796","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Diflanil 500 SC","check_circle","500 g/l diflufenikán","2028. szept. 30.","gyomirtó szer","2028. szept. 30.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-797","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Difol","check_circle","10,7 g/l difenokonazol, 400 g/l folpet","2026. ápr. 30.","gombaölő szer","2026. ápr. 30.","","",""
"1769693586-798","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Difure Pro","error","150 g/l difenokonazol, 150 g/l propikonazol","2019. jún. 19.","gombaölő permetezőszer","","2019. jún. 19.","",""
"1769693586-799","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Digator","check_circle","108 g/l kizalofop-P-etil","2029. febr. 28.","gyomirtó szer","2029. febr. 28.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-800","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dikamin 720 WSC","check_circle","600 g/l 2,4-D","2031. dec. 31.","gyomirtó szer","2031. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-801","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-802","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dikanna 480 SL","check_circle","480 g/l dikamba","2028. márc. 31.","gyomirtó szer","2028. márc. 31.","","","https://cdn.agromedium.com/uploads/2023/06/67c9c76b00277662b3eb/thumbnail.jpg"
"1769693586-803","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dikotex Neo 750 SL","check_circle","750 g/l MCPA (918,6 g/l MCPA DMA)","2026. dec. 31.","gyomirtó szer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f70009b6d8d321/thumbnail.jpg"
"1769693586-804","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dimilin 25 WP","error","250 g/kg diflubenzuron","2021. jan. 31.","rovarölő szer","","2021. jan. 31.","",""
"1769693586-805","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dingo","check_circle","600 g/l 2,4-D","2031. dec. 31.","gyomirtó szer","2031. dec. 31.","","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-806","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Diniro","check_circle","400 g/kg dikamba, 100 g/kg nikoszulfuron, 40 g/kg proszulfuron","2027. júl. 31.","gyomirtó szer","2027. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-807","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-808","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dionys 80 WG","check_circle","800 g/kg folpet","2029. júl. 31.","gombaölő permetezőszer","2029. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-809","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Diopyr","check_circle","180 g/l piriofenon","2028. jún. 30.","gombaölő permetezőszer","2028. jún. 30.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f8002fe783f03a/thumbnail.png"
"1769693586-810","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","DiPel DF","check_circle","540 g/kg Bacillus thuringiensis (var: kurstaki)","2038. jún. 30.","rovarölő szer","2038. jún. 30.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-811","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Diprospero","error","90 g/l dimetomorf, 418,8 g/l propamokarb","2024. nov. 20.","gombaölő szer","","2024. nov. 20.","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-812","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dirabel","error","84 g/l 1-naftil-ecetsav","2025. dec. 31.","növekedésszabályozó készítmény","","2025. dec. 31.","","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-813","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-814","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Diramid","check_circle","80 g/kg 1-naftil-acetamid","2027. máj. 31.","növekedésszabályozó készítmény","2027. máj. 31.","","","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-815","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Disco AG Red L-350","check_circle","20 m/m% ásványi anyag, 15 m/m% vörös pigment","2031. dec. 31.","csávázási segédanyag","2031. dec. 31.","","",""
"1769693586-816","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Disco AG Red L-802","check_circle","65 m/m% ásványi anyag, pigment, 5 m/m% ragasztóanyag","2031. jún. 30.","csávázási segédanyag","2031. jún. 30.","","",""
"1769693586-817","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Disco Blue L-1501","check_circle","30 m/m% ásványi anyag, 20 m/m% pigment","2034. ápr. 30.","csávázási segédanyag","2034. ápr. 30.","","",""
"1769693586-818","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Disco Blue L-1523","check_circle","15 m/m% kék pigment","2034. nov. 30.","csávázási segédanyag","2034. nov. 30.","","",""
"1769693586-819","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-820","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Disco Purple L-1601","check_circle","30 m/m% ásványi anyag, 20 m/m% pigment","2034. ápr. 30.","csávázási segédanyag","2034. ápr. 30.","","",""
"1769693586-821","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Disco Red L-1101","check_circle","10 m/m% ásványi anyag, 5 m/m% piros színű pigment","2034. nov. 30.","csávázási segédanyag","2034. nov. 30.","","",""
"1769693586-822","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Disco VEG Turquoise L-159","check_circle","31 m/m% ásványi anyag, 5 m/m% színezőanyag","2031. dec. 31.","csávázási segédanyag","2031. dec. 31.","","",""
"1769693586-823","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Disha 2,5 EC","check_circle","25 g/l deltametrin","2027. okt. 31.","rovarölő szer","2027. okt. 31.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-824","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dithane DG Neo-Tec","error","750 g/kg mankoceb","2021. júl. 4.","gombaölő szer","","2021. júl. 4.","","https://cdn.agromedium.com/uploads/2019/04/67c9c708000bf84b5b8f/thumbnail.png"
"1769693586-825","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-826","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dithane M-45","error","800 g/kg mankoceb","2021. júl. 4.","gombaölő szer","","2021. júl. 4.","","https://cdn.agromedium.com/uploads/2019/04/67c9c708000bf84b5b8f/thumbnail.png"
"1769693586-827","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Diva","check_circle","600 g/l piridát","2031. dec. 31.","gyomirtó szer","2031. dec. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-828","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Diva Extra","check_circle","90 g/l mezotrion, 300 g/l piridát","2031. dec. 31.","gyomirtó szer","2031. dec. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-829","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Divam Pro","check_circle","25 g/l deltametrin","2026. okt. 31.","rovarölő szer","2026. okt. 31.","","","https://cdn.agromedium.com/uploads/2019/10/67c9c708001aadb3b251/thumbnail.jpg"
"1769693586-830","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Divexo","check_circle","120 g/l ametoktradin, 451 g/l propamokarb hidroklorid","2028. jan. 31.","gombaölő szer","2028. jan. 31.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-831","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-832","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dividend M","check_circle","30 g/l difenokonazol","2027. márc. 15.","csávázószer (gombaölő)","2027. márc. 15.","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-833","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Divine 40 SL","check_circle","40 g/l imazamox","2028. jan. 31.","gyomirtó szer","2028. jan. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-834","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","DMA-6","error","683 g/l 2,4-D","2017. jún. 30.","gyomirtó szer","","2017. jún. 30.","","https://cdn.agromedium.com/uploads/2019/04/67c9c708000bf84b5b8f/thumbnail.png"
"1769693586-835","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dodifun SC","check_circle","400 g/l dodin","2026. dec. 31.","gombaölő szer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-836","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Domark 10 EC","check_circle","100 g/l tetrakonazol","2027. dec. 31.","gombaölő szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-837","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-838","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dominator Extra 608 SL","check_circle","480 g/l glifozát","2028. dec. 31.","gyomirtó szer","2028. dec. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-839","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dominator Zöld","error","360 g/l glifozát","2020. dec. 1.","gyomirtó szer","","2020. dec. 1.","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-840","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Don-Q","error","500 g/l tiofanát-metil","2021. ápr. 19.","gombaölő szer","","2021. ápr. 19.","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-841","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Doxa 30 WG","error","300 g/kg indoxakarb","2022. márc. 19.","rovarölő szer","","2022. márc. 19.","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-842","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Draco 50 SG","check_circle","500 g/kg tribenuron-metil","2026. márc. 31.","gyomirtó szer","2026. márc. 31.","","",""
"1769693586-843","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-844","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dragster","check_circle","111,1 g/kg izoxadifen-etil, 148,15 g/kg rimszulfuron, 92,6 g/kg tifenszulfuron-metil","2026. aug. 15.","gyomirtó szer","2026. aug. 15.","","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-845","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Drift Control","check_circle","6 m/m% monokálium-foszfát, 2 m/m% poliakrilamid, 92 m/m% víz","2031. jún. 30.","permetezőszer segédanyag","2031. jún. 30.","","",""
"1769693586-846","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Dripp Extra","check_circle","30 g/kg lecitin, 850 g/kg napraforgó olaj","2035. ápr. 30.","növényápoló szer és permetezőszer segédanyag","2035. ápr. 30.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-847","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Drop Tek","check_circle","756 g/l poliéterrel módosított trisziloxán, 255 g/l poliéter","2031. okt. 31.","permetezőszer segédanyag","2031. okt. 31.","","",""
"1769693586-848","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Drop-Air","check_circle","19,5 % poliéterrel módosított trisziloxán, 7,5 % propilén-glikol, 27 % sztirol-akrilát kopolimer","2029. jan. 31.","permetezőszer segédanyag","2029. jan. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-849","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-850","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","DropH","error","66 % tejsav","2022. nov. 30.","permetezőszer segédanyag","","2022. nov. 30.","",""
"1769693586-851","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","DropMax","check_circle","19,5 % poliéterrel módosított trisziloxán, 7,5 % propilén-glikol, 27 % sztirol-akrilát kopolimer","2029. jan. 31.","permetezőszer segédanyag","2029. jan. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f70009b6d8d321/thumbnail.jpg"
